timestamp,torque_requested,torque_actual,temp_ambient,temp_coolant,temp_exhaust,fuel_flow
2023-01-01 00:00:00,233.79087090998308,232.2641868400893,11.53649381934093,79.5697517471273,551.153414581059,14.777305959305618
2023-01-01 00:00:01,364.31083076609616,365.5303918656656,-7.772932070619811,107.29628163272626,360.6042405262083,18.525172705496686
2023-01-01 00:00:02,317.05005762445484,319.3375838362281,22.3246212194274,104.18385791135873,371.2185033708856,16.411236698809056
2023-01-01 00:00:03,136.80308702953315,131.50915449107825,24.849443503089738,98.52315050818545,259.56708142992403,6.740096501089449
2023-01-01 00:00:04,63.65477372680752,62.69412252317272,39.03862838677288,77.07902188666387,240.61060785315937,5.828314223713718
2023-01-01 00:00:05,136.28026009580088,135.6504365526635,-5.921117493038338,68.12845226581513,373.4681452302811,4.968828688972831
2023-01-01 00:00:06,22.550932937013446,51.56693837980531,12.549015126821065,74.66745666193994,237.29188351029376,0.5540214350233527
2023-01-01 00:00:07,45.104934593656495,50.34911242349097,20.34795008515296,67.21796450002094,174.6368453199156,-1.1764208782229377
2023-01-01 00:00:08,117.48295052066698,116.61392135624378,10.473373202321703,70.51783103468293,377.2393414713213,3.219037650096497
2023-01-01 00:00:09,20.15672500636878,19.096728226033367,26.809276022456793,102.88064431565284,181.55260537125153,-0.827980740780417
2023-01-01 00:00:10,58.063090153005035,55.54277123493485,33.206776890103775,92.28496441969727,277.8044656368277,3.132597946122698
2023-01-01 00:00:11,171.05254988295133,171.22805345956723,19.539384299494635,105.42852908656701,208.46743399803825,6.657244232148928
2023-01-01 00:00:12,52.87714448300793,44.559497013812646,39.99734420387689,86.41729557204737,478.7008617700837,2.0471068484518438
2023-01-01 00:00:13,130.15627173900785,127.82795737922181,1.9962322795310765,81.84079655456686,168.88285644035898,7.625350315112188
2023-01-01 00:00:14,264.8236659633498,255.2403968750707,-0.46076464379103577,99.15912249220858,413.3246518970071,11.784069354196378
2023-01-01 00:00:15,16.130725922000664,28.19298722471722,-9.247890419177898,99.09299651093212,137.21561858867355,3.697756915993183
2023-01-01 00:00:16,96.43865578512272,92.77202280448182,21.202672617870896,112.66396893964748,263.60185096772693,4.712862752714991
2023-01-01 00:00:17,166.62940395877857,156.74385396806298,37.43964845095157,103.15382357827173,200.7739455226477,11.312026382248229
